Chromosome	RefSeq	GenBank	Ensembl	Length
chrUn2999	NW_003162322.1	AAGW02083781	AAGW02083781	5556
chrUn3000	NW_003162323.1	AAGW02083782	AAGW02083782	5555
chrUn3001	NW_003162324.1	AAGW02083783	AAGW02083783	5555
chrUn3002	NW_003162325.1	AAGW02083784	AAGW02083784	5546
chrUn3003	NW_003162326.1	AAGW02083785	AAGW02083785	5544
chrUn3004	NW_003162327.1	AAGW02083786	AAGW02083786	5542
chrUn3005	NW_003162328.1	GL020004	GL020004	7527
chrUn3006	NW_003162329.1	AAGW02083789	AAGW02083789	5541
chrUn3007	NW_003162330.1	AAGW02083790	AAGW02083790	5540
chrUn3008	NW_003162331.1	AAGW02083791	AAGW02083791	5538
chrUn3009	NW_003162332.1	GL020005	GL020005	5637
chrUn3010	NW_003162333.1	AAGW02083794	AAGW02083794	5536
chrUn3011	NW_003162334.1	AAGW02083795	AAGW02083795	5534
chrUn3012	NW_003162335.1	AAGW02083796	AAGW02083796	5533
chrUn3013	NW_003162336.1	AAGW02083797	AAGW02083797	5533
chrUn3014	NW_003162337.1	AAGW02083798	AAGW02083798	5531
chrUn3015	NW_003162338.1	AAGW02083799	AAGW02083799	5530
chrUn3016	NW_003162339.1	AAGW02083800	AAGW02083800	5528
chrUn3017	NW_003162340.1	AAGW02083801	AAGW02083801	5528
chrUn3018	NW_003162341.1	AAGW02083802	AAGW02083802	5528
chrUn3019	NW_003162342.1	AAGW02083803	AAGW02083803	5520
chrUn3020	NW_003162343.1	AAGW02083804	AAGW02083804	5512
chrUn3021	NW_003162344.1	AAGW02083805	AAGW02083805	5512
chrUn3022	NW_003162345.1	AAGW02083806	AAGW02083806	5512
chrUn3023	NW_003162346.1	AAGW02083807	AAGW02083807	5508
chrUn3024	NW_003162347.1	AAGW02083808	AAGW02083808	5507
chrUn3025	NW_003162348.1	AAGW02083809	AAGW02083809	5506
chrUn3026	NW_003162349.1	AAGW02083810	AAGW02083810	5501
chrUn3027	NW_003162350.1	AAGW02083811	AAGW02083811	5495
chrUn3028	NW_003162351.1	GL020006	GL020006	6146
chrUn3029	NW_003162352.1	AAGW02083814	AAGW02083814	5490
chrUn3030	NW_003162353.1	AAGW02083815	AAGW02083815	5486
chrUn3031	NW_003162354.1	AAGW02083816	AAGW02083816	5485
chrUn3032	NW_003162355.1	AAGW02083817	AAGW02083817	5484
chrUn3033	NW_003162356.1	AAGW02083818	AAGW02083818	5476
chrUn3034	NW_003162357.1	AAGW02083819	AAGW02083819	5474
chrUn3035	NW_003162358.1	AAGW02083820	AAGW02083820	5473
chrUn3036	NW_003162359.1	AAGW02083821	AAGW02083821	5469
chrUn3037	NW_003162360.1	AAGW02083822	AAGW02083822	5460
chrUn3038	NW_003162361.1	AAGW02083823	AAGW02083823	5455
chrUn3039	NW_003162362.1	AAGW02083824	AAGW02083824	5455
chrUn3040	NW_003162363.1	AAGW02083825	AAGW02083825	5453
chrUn3041	NW_003162364.1	AAGW02083826	AAGW02083826	5453
chrUn3042	NW_003162365.1	AAGW02083827	AAGW02083827	5453
chrUn3043	NW_003162366.1	AAGW02083828	AAGW02083828	5446
chrUn3044	NW_003162367.1	AAGW02083829	AAGW02083829	5442
chrUn3045	NW_003162368.1	AAGW02083830	AAGW02083830	5442
chrUn3046	NW_003162369.1	AAGW02083831	AAGW02083831	5439
chrUn3047	NW_003162370.1	AAGW02083832	AAGW02083832	5439
chrUn3048	NW_003162371.1	AAGW02083833	AAGW02083833	5436
chrUn3049	NW_003162372.1	AAGW02083834	AAGW02083834	5435
chrUn3050	NW_003162373.1	AAGW02083835	AAGW02083835	5435
chrUn3051	NW_003162374.1	AAGW02083836	AAGW02083836	5431
chrUn3052	NW_003162375.1	AAGW02083837	AAGW02083837	5428
chrUn3053	NW_003162376.1	AAGW02083838	AAGW02083838	5428
chrUn3054	NW_003162377.1	AAGW02083839	AAGW02083839	5424
chrUn3055	NW_003162378.1	AAGW02083840	AAGW02083840	5410
chrUn3056	NW_003162379.1	AAGW02083841	AAGW02083841	5407
chrUn3057	NW_003162380.1	AAGW02083842	AAGW02083842	5404
chrUn3058	NW_003162381.1	AAGW02083843	AAGW02083843	5398
chrUn3059	NW_003162382.1	AAGW02083844	AAGW02083844	5397
chrUn3060	NW_003162383.1	AAGW02083845	AAGW02083845	5397
chrUn3061	NW_003162384.1	AAGW02083846	AAGW02083846	5394
chrUn3062	NW_003162385.1	AAGW02083847	AAGW02083847	5392
chrUn3063	NW_003162386.1	AAGW02083848	AAGW02083848	5391
chrUn3064	NW_003162387.1	AAGW02083849	AAGW02083849	5385
chrUn3065	NW_003162388.1	AAGW02083850	AAGW02083850	5380
chrUn3066	NW_003162389.1	AAGW02083851	AAGW02083851	5371
chrUn3067	NW_003162390.1	AAGW02083852	AAGW02083852	5362
chrUn3068	NW_003162391.1	AAGW02083853	AAGW02083853	5361
chrUn3069	NW_003162392.1	AAGW02083854	AAGW02083854	5359
chrUn3070	NW_003162393.1	AAGW02083855	AAGW02083855	5358
chrUn3071	NW_003162394.1	AAGW02083856	AAGW02083856	5356
chrUn3072	NW_003162395.1	AAGW02083857	AAGW02083857	5351
chrUn3073	NW_003162396.1	GL020007	GL020007	8090
chrUn3074	NW_003162397.1	AAGW02083860	AAGW02083860	5343
chrUn3075	NW_003162398.1	AAGW02083861	AAGW02083861	5329
chrUn3076	NW_003162399.1	AAGW02083862	AAGW02083862	5317
chrUn3077	NW_003162400.1	AAGW02083863	AAGW02083863	5308
chrUn3078	NW_003162401.1	AAGW02083864	AAGW02083864	5305
chrUn3079	NW_003162402.1	GL020008	GL020008	5608
chrUn3080	NW_003162403.1	AAGW02083867	AAGW02083867	5302
chrUn3081	NW_003162404.1	AAGW02083868	AAGW02083868	5300
chrUn3082	NW_003162405.1	AAGW02083869	AAGW02083869	5295
chrUn3083	NW_003162406.1	AAGW02083870	AAGW02083870	5292
chrUn3084	NW_003162407.1	GL020009	GL020009	5930
chrUn3085	NW_003162408.1	AAGW02083873	AAGW02083873	5281
chrUn3086	NW_003162409.1	AAGW02083874	AAGW02083874	5281
chrUn3087	NW_003162410.1	GL020010	GL020010	5577
chrUn3088	NW_003162411.1	AAGW02083877	AAGW02083877	5277
chrUn3089	NW_003162412.1	AAGW02083878	AAGW02083878	5274
chrUn3090	NW_003162413.1	AAGW02083879	AAGW02083879	5274
chrUn3091	NW_003162414.1	AAGW02083880	AAGW02083880	5268
chrUn3092	NW_003162415.1	AAGW02083881	AAGW02083881	5263
chrUn3093	NW_003162416.1	AAGW02083882	AAGW02083882	5262
chrUn3094	NW_003162417.1	AAGW02083883	AAGW02083883	5258
chrUn3095	NW_003162418.1	AAGW02083884	AAGW02083884	5257
chrUn3096	NW_003162419.1	AAGW02083885	AAGW02083885	5254
chrUn3097	NW_003162420.1	AAGW02083886	AAGW02083886	5251
chrUn3098	NW_003162421.1	AAGW02083887	AAGW02083887	5246
chrUn3099	NW_003162422.1	AAGW02083888	AAGW02083888	5241
chrUn3100	NW_003162423.1	AAGW02083889	AAGW02083889	5238
chrUn3101	NW_003162424.1	AAGW02083890	AAGW02083890	5238
chrUn3102	NW_003162425.1	GL020011	GL020011	6558
chrUn3103	NW_003162426.1	AAGW02083893	AAGW02083893	5235
chrUn3104	NW_003162427.1	AAGW02083894	AAGW02083894	5235
chrUn3105	NW_003162428.1	AAGW02083895	AAGW02083895	5233
chrUn3106	NW_003162429.1	AAGW02083896	AAGW02083896	5232
chrUn3107	NW_003162430.1	AAGW02083897	AAGW02083897	5224
chrUn3108	NW_003162431.1	AAGW02083898	AAGW02083898	5224
chrUn3109	NW_003162432.1	AAGW02083899	AAGW02083899	5223
chrUn3110	NW_003162433.1	AAGW02083900	AAGW02083900	5222
chrUn3111	NW_003162434.1	AAGW02083901	AAGW02083901	5213
chrUn3112	NW_003162435.1	AAGW02083902	AAGW02083902	5213
chrUn3113	NW_003162436.1	AAGW02083903	AAGW02083903	5209
chrUn3114	NW_003162437.1	AAGW02083904	AAGW02083904	5209
chrUn3115	NW_003162438.1	AAGW02083905	AAGW02083905	5205
chrUn3116	NW_003162439.1	AAGW02083906	AAGW02083906	5205
chrUn3117	NW_003162440.1	AAGW02083907	AAGW02083907	5205
chrUn3118	NW_003162441.1	AAGW02083908	AAGW02083908	5203
chrUn3119	NW_003162442.1	AAGW02083909	AAGW02083909	5201
chrUn3120	NW_003162443.1	AAGW02083910	AAGW02083910	5196
chrUn3121	NW_003162444.1	AAGW02083911	AAGW02083911	5182
chrUn3122	NW_003162445.1	AAGW02083912	AAGW02083912	5182
chrUn3123	NW_003162446.1	AAGW02083913	AAGW02083913	5180
chrUn3124	NW_003162447.1	AAGW02083914	AAGW02083914	5180
chrUn3125	NW_003162448.1	AAGW02083915	AAGW02083915	5179
chrUn3126	NW_003162449.1	AAGW02083916	AAGW02083916	5177
chrUn3127	NW_003162450.1	AAGW02083917	AAGW02083917	5168
chrUn3128	NW_003162451.1	AAGW02083918	AAGW02083918	5166
chrUn3129	NW_003162452.1	AAGW02083919	AAGW02083919	5164
chrUn3130	NW_003162453.1	AAGW02083920	AAGW02083920	5164
chrUn3131	NW_003162454.1	AAGW02083921	AAGW02083921	5160
chrUn3132	NW_003162455.1	AAGW02083922	AAGW02083922	5158
chrUn3133	NW_003162456.1	AAGW02083923	AAGW02083923	5158
chrUn3134	NW_003162457.1	AAGW02083924	AAGW02083924	5157
chrUn3135	NW_003162458.1	AAGW02083925	AAGW02083925	5152
chrUn3136	NW_003162459.1	AAGW02083926	AAGW02083926	5147
chrUn3137	NW_003162460.1	AAGW02083927	AAGW02083927	5147
chrUn3138	NW_003162461.1	AAGW02083928	AAGW02083928	5142
chrUn3139	NW_003162462.1	AAGW02083929	AAGW02083929	5139
chrUn3140	NW_003162463.1	AAGW02083930	AAGW02083930	5132
chrUn3141	NW_003162464.1	GL020012	GL020012	5340
chrUn3142	NW_003162465.1	AAGW02083933	AAGW02083933	5131
chrUn3143	NW_003162466.1	AAGW02083934	AAGW02083934	5130
chrUn3144	NW_003162467.1	AAGW02083935	AAGW02083935	5129
chrUn3145	NW_003162468.1	AAGW02083936	AAGW02083936	5126
chrUn3146	NW_003162469.1	AAGW02083937	AAGW02083937	5125
chrUn3147	NW_003162470.1	AAGW02083938	AAGW02083938	5124
chrUn3148	NW_003162471.1	AAGW02083939	AAGW02083939	5120
chrUn3149	NW_003162472.1	AAGW02083940	AAGW02083940	5118
chrUn3150	NW_003162473.1	AAGW02083941	AAGW02083941	5117
chrUn3151	NW_003162474.1	GL020013	GL020013	5367
chrUn3152	NW_003162475.1	AAGW02083944	AAGW02083944	5111
chrUn3153	NW_003162476.1	AAGW02083945	AAGW02083945	5109
chrUn3154	NW_003162477.1	AAGW02083946	AAGW02083946	5106
chrUn3155	NW_003162478.1	GL020014	GL020014	5203
chrUn3156	NW_003162479.1	AAGW02083949	AAGW02083949	5096
chrUn3157	NW_003162480.1	AAGW02083950	AAGW02083950	5096
chrUn3158	NW_003162481.1	AAGW02083951	AAGW02083951	5096
chrUn3159	NW_003162482.1	AAGW02083952	AAGW02083952	5089
chrUn3160	NW_003162483.1	AAGW02083953	AAGW02083953	5087
chrUn3161	NW_003162484.1	GL020015	GL020015	5320
chrUn3162	NW_003162485.1	AAGW02083956	AAGW02083956	5086
chrUn3163	NW_003162486.1	AAGW02083957	AAGW02083957	5080
chrUn3164	NW_003162487.1	AAGW02083958	AAGW02083958	5080
chrUn3165	NW_003162488.1	AAGW02083959	AAGW02083959	5076
chrUn3166	NW_003162489.1	AAGW02083960	AAGW02083960	5074
chrUn3167	NW_003162490.1	AAGW02083961	AAGW02083961	5072
chrUn3168	NW_003162491.1	GL020016	GL020016	5480
chrUn3169	NW_003162492.1	AAGW02083964	AAGW02083964	5064
chrUn3170	NW_003162493.1	AAGW02083965	AAGW02083965	5064
chrUn3171	NW_003162494.1	AAGW02083966	AAGW02083966	5061
chrUn3172	NW_003162495.1	AAGW02083967	AAGW02083967	5061
chrUn3173	NW_003162496.1	AAGW02083968	AAGW02083968	5058
chrUn3174	NW_003162497.1	AAGW02083969	AAGW02083969	5055
chrUn3175	NW_003162498.1	AAGW02083970	AAGW02083970	5053
chrUn3176	NW_003162499.1	AAGW02083971	AAGW02083971	5053
chrUn3177	NW_003162500.1	AAGW02083972	AAGW02083972	5050
chrUn3178	NW_003162501.1	AAGW02083973	AAGW02083973	5050
chrUn3179	NW_003162502.1	AAGW02083974	AAGW02083974	5046
chrUn3180	NW_003162503.1	AAGW02083975	AAGW02083975	5042
chrUn3181	NW_003162504.1	AAGW02083976	AAGW02083976	5041
chrUn3182	NW_003162505.1	AAGW02083977	AAGW02083977	5033
chrUn3183	NW_003162506.1	AAGW02083978	AAGW02083978	5031
chrUn3184	NW_003162507.1	AAGW02083979	AAGW02083979	5030
chrUn3185	NW_003162508.1	AAGW02083980	AAGW02083980	5025
chrUn3186	NW_003162509.1	AAGW02083981	AAGW02083981	5006
chrUn3187	NW_003162510.1	AAGW02083982	AAGW02083982	5002
chrUn3188	NW_003162511.1	AAGW02083983	AAGW02083983	4995
chrUn3189	NW_003162512.1	AAGW02083984	AAGW02083984	4971
chrUn3190	NW_003162513.1	GL020017	GL020017	5452
chrUn3191	NW_003162514.1	AAGW02083987	AAGW02083987	4927
chrUn3192	NW_003162515.1	AAGW02083988	AAGW02083988	4911
chrUn3193	NW_003162516.1	GL020018	GL020018	6055
chrUn3194	NW_003162517.1	GL020019	GL020019	5572
chrUn3195	NW_003162518.1	GL020020	GL020020	4961
chrUn3196	NW_003162519.1	AAGW02083995	AAGW02083995	4537
chrUn3197	NW_003162520.1	AAGW02083996	AAGW02083996	4449
chrUn3198	NW_003162521.1	AAGW02083997	AAGW02083997	4391
chrUn3199	NW_003162522.1	AAGW02083998	AAGW02083998	4373
chrUn3200	NW_003162523.1	AAGW02083999	AAGW02083999	4265
chrUn3201	NW_003162524.1	GL020021	GL020021	5815
chrUn3202	NW_003162525.1	AAGW02084002	AAGW02084002	3751
chrUn3203	NW_003162526.1	GL020022	GL020022	5162
chrUn3204	NW_003162527.1	AAGW02084005	AAGW02084005	3689
chrUn3205	NW_003162528.1	AAGW02084006	AAGW02084006	3673
chrUn3206	NW_003162529.1	AAGW02084007	AAGW02084007	3629
chrUn3207	NW_003162530.1	GL020023	GL020023	5438
chrUn3208	NW_003162531.1	AAGW02084010	AAGW02084010	3579
chrUn3209	NW_003162532.1	GL020024	GL020024	5386
chrUn3210	NW_003162533.1	AAGW02084013	AAGW02084013	3514
chrUn3211	NW_003162534.1	AAGW02084014	AAGW02084014	3478
chrUn3212	NW_003162535.1	GL020025	GL020025	5115
chrUn3213	NW_003162536.1	GL020026	GL020026	4769
chrUn3214	NW_003162537.1	AAGW02084019	AAGW02084019	3245
chrUn3215	NW_003162538.1	AAGW02084020	AAGW02084020	3188
chrUn3216	NW_003162539.1	AAGW02084021	AAGW02084021	3091
chrUn3217	NW_003162540.1	AAGW02084022	AAGW02084022	3070
chrUn3218	NW_003162541.1	AAGW02084023	AAGW02084023	3031
chrUn3219	NW_003162542.1	AAGW02084024	AAGW02084024	3025
